#date:Thu Jun 27 14:15:11 CEST 2019#hostname:10.214.222.151 172.17.0.1 #SWAP: total used free shared buff/cache available Mem: 3.8G 2.6G 200M 171M 1.0G 757M#RAM: total used free shared buff/cache available Swap: 975M 929M 46M#Disk:Filesystem Size Used Avail Use% Mounted on /dev/sda1 117G 95G 16G 86% /#Load:0.56,0.24,0.13#Network:Iface MTU Met RX-OK RX-ERR RX-DRP RX-OVR TX-OK TX-ERR TX-DRP TX-OVR Flg #iostat:avg-cpu: %user %nice %system %iowait %steal %idle 6.92 0.00 3.43 0.09 0.00 89.56#vmstat:procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- r b swpd free buff cache si so bi bo in cs us sy id wa st 0 0 951940 204068 72308 1004056 3 15 69 34 223 119 7 3 90 0 0
#date:Thu Jun 27 14:16:13 CEST 2019#hostname:10.214.222.151 172.17.0.1 #SWAP: total used free shared buff/cache available Mem: 3.8G 2.6G 184M 171M 1.0G 743M#RAM: total used free shared buff/cache available Swap: 975M 926M 49M#Disk:Filesystem Size Used Avail Use% Mounted on /dev/sda1 117G 95G 16G 86% /#Load:0.20,0.19,0.12#Network:Iface MTU Met RX-OK RX-ERR RX-DRP RX-OVR TX-OK TX-ERR TX-DRP TX-OVR Flg #iostat:avg-cpu: %user %nice %system %iowait %steal %idle 6.91 0.00 3.43 0.09 0.00 89.57#vmstat:procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- r b swpd free buff cache si so bi bo in cs us sy id wa st 0 0 948932 188316 73056 1005544 3 15 69 34 223 120 7 3 90 0 0
#date:Thu Jun 27 14:17:03 CEST 2019#hostname:10.214.222.151 172.17.0.1 #SWAP: total used free shared buff/cache available Mem: 3.8G 2.6G 163M 171M 1.0G 723M#RAM: total used free shared buff/cache available Swap: 975M 926M 49M#Disk:Filesystem Size Used Avail Use% Mounted on /dev/sda1 117G 95G 16G 86% /#Load:0.14,0.18,0.12#Network:Iface MTU Met RX-OK RX-ERR RX-DRP RX-OVR TX-OK TX-ERR TX-DRP TX-OVR Flg #iostat:avg-cpu: %user %nice %system %iowait %steal %idle 6.90 0.00 3.42 0.09 0.00 89.58#vmstat:procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- r b swpd free buff cache si so bi bo in cs us sy id wa st 0 0 948532 166884 73188 1005500 3 15 69 34 222 120 7 3 90 0 0
#date:Thu Jun 27 14:18:04 CEST 2019#hostname:10.214.222.151 172.17.0.1 #SWAP: total used free shared buff/cache available Mem: 3.8G 2.6G 162M 171M 1.0G 722M#RAM: total used free shared buff/cache available Swap: 975M 926M 49M#Disk:Filesystem Size Used Avail Use% Mounted on /dev/sda1 117G 95G 16G 86% /#Load:0.05,0.14,0.11#Network:Iface MTU Met RX-OK RX-ERR RX-DRP RX-OVR TX-OK TX-ERR TX-DRP TX-OVR Flg #iostat:avg-cpu: %user %nice %system %iowait %steal %idle 6.89 0.00 3.42 0.09 0.00 89.60#vmstat:procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- r b swpd free buff cache si so bi bo in cs us sy id wa st 0 0 948472 166484 73292 1005516 3 15 69 34 222 121 7 3 90 0 0
