time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test_name,x_scaled
1631586490,1374.577380952381,2.006547619047619,0.0,363.5297619047619,285.7,363.7023809523809,36.69047619047619,2.3000000000000003,5.853333333333327,17.524404761904762,2347.066666666667,19.95833333333333,0.0,0.7779761904761907,25tps|8_nodes,0.0
1631586500,1539.9166666666667,3.3351190476190475,0.0,371.4166666666667,536.4,371.5,70.04166666666667,2.1,7.590000000000004,16.53392857142857,3378.2666666666664,21.316666666666663,0.0,0.7886904761904759,25tps|8_nodes,4.2075471698113205
1631586510,1709.4583333333333,2.841666666666667,0.0,379.3333333333333,281.06666666666666,379.5416666666667,98.45833333333331,1.8333333333333333,9.313333333333333,16.954166666666666,2332.5,20.80208333333333,0.0,0.7916666666666666,25tps|8_nodes,8.415094339622641
1631586520,1868.625,4.933333333333334,0.0,387.25,275.7666666666667,387.5833333333333,147.79166666666666,0.5333333333333333,10.253333333333336,15.916666666666666,2298.133333333333,21.18958333333333,0.0,0.7916666666666666,25tps|8_nodes,12.622641509433961
1631586530,2037.5416666666667,3.325,0.0,395.0,274.93333333333334,395.25,181.04166666666663,3.6666666666666665,12.696666666666664,16.891666666666666,2299.2000000000003,21.089583333333334,0.0,0.775,25tps|8_nodes,16.830188679245282
1631586540,2231.5416666666665,2.5333333333333337,0.0,401.875,285.46666666666664,402.1666666666667,185.625,3.6666666666666665,14.416666666666666,19.4,2393.7000000000003,22.735416666666666,0.0,0.6875,25tps|8_nodes,21.037735849056602
1631586550,2401.083333333333,4.320833333333334,0.0,409.9166666666667,286.76666666666665,410.0416666666667,228.83333333333331,5.166666666666667,16.803333333333338,16.954166666666666,2352.733333333333,23.15625,0.0,0.8041666666666666,25tps|8_nodes,25.245283018867923
1631586560,2561.375,3.3708333333333336,0.0,417.7083333333333,277.5333333333333,417.9583333333333,262.5416666666667,4.933333333333334,18.82,16.02916666666667,2306.933333333333,21.754166666666663,0.0,0.7791666666666667,25tps|8_nodes,29.452830188679247
1631586570,2749.958333333333,2.1791666666666667,0.0,424.375,278.90000000000003,424.5833333333333,266.9166666666667,4.3,19.586666666666662,18.85833333333333,2349.933333333334,22.464583333333337,0.0,0.6666666666666666,25tps|8_nodes,33.660377358490564
1631586580,2960.125,2.3208333333333333,0.0,429.625,279.93333333333334,429.875,255.66666666666663,1.8,19.13666666666668,21.016666666666666,2458.766666666667,24.77916666666667,0.0,0.525,25tps|8_nodes,37.867924528301884
1631586590,3179.375,1.375,0.0,434.375,274.3333333333333,434.5833333333333,235.375,0.5333333333333333,19.99333333333334,21.925,2433.366666666667,26.097916666666663,0.0,0.4750000000000001,25tps|8_nodes,42.075471698113205
1631586600,3413.583333333333,1.375,0.0,438.4583333333333,266.3,438.7083333333333,205.0,0.5333333333333333,18.47666666666664,23.42083333333333,2413.333333333333,26.33125,0.0,0.4083333333333332,25tps|8_nodes,46.283018867924525
1631586610,3608.285714285714,3.3666666666666667,0.0,443.9345238095238,260.2333333333333,443.9761904761904,216.73809523809527,1.366666666666667,19.89666666666667,19.47023809523809,2323.9999999999995,20.558333333333334,0.0,0.5476190476190482,25tps|8_nodes,50.490566037735846
1631586620,3779.875,3.7,0.0,450.0,687.3000000000001,450.4166666666667,246.70833333333331,1.7,20.71333333333333,17.15892857142858,4687.033333333333,21.30208333333333,0.0,0.6065476190476184,25tps|8_nodes,54.698113207547166
1631586630,3949.0833333333335,2.9875000000000003,0.0,456.5,259.06666666666666,456.7916666666667,274.7083333333333,1.7,19.986666666666665,16.92083333333333,2265.733333333333,24.649999999999995,0.0,0.65,25tps|8_nodes,58.905660377358494
1631586640,4143.208333333333,3.025,0.0,462.2083333333333,258.7333333333333,462.2916666666667,285.25,2.2666666666666666,20.01333333333334,19.4125,2301.4666666666667,22.070833333333336,0.0,0.5708333333333333,25tps|8_nodes,63.113207547169814
1631586650,4318.5,2.8125,0.0,467.25,256.56666666666666,467.625,293.9166666666667,1.4666666666666666,19.93666666666668,17.529166666666665,2299.2666666666664,22.98958333333333,0.0,0.5041666666666667,25tps|8_nodes,67.32075471698113
1631586660,4503.208333333333,3.1375,0.0,473.4166666666667,249.76666666666668,473.7083333333333,325.2916666666667,1.5666666666666669,19.92999999999999,18.47083333333333,2224.8,22.022916666666664,0.0,0.6166666666666667,25tps|8_nodes,71.52830188679245
1631586670,4655.166666666667,4.4,0.0,480.125,254.0,480.3333333333333,369.2916666666667,3.0,19.93666666666668,15.195833333333336,2227.2666666666664,20.60833333333333,0.0,0.6708333333333334,25tps|8_nodes,75.73584905660377
1631586680,4862.416666666667,3.0416666666666665,0.0,484.375,253.9333333333333,484.5833333333333,358.7083333333333,1.1,21.246666666666663,20.725,2335.3,22.49791666666667,0.0,0.425,25tps|8_nodes,79.94339622641509
1631586690,5065.666666666667,2.9875000000000003,0.0,488.625,251.0666666666667,488.7916666666667,360.0,2.1666666666666665,20.02666666666664,20.325,2314.9666666666667,24.37708333333333,0.0,0.425,25tps|8_nodes,84.15094339622641
1631586700,5276.916666666667,2.9875000000000003,0.0,492.6666666666667,255.9,492.8333333333333,350.4583333333333,2.7,21.519999999999985,21.125,2347.8,24.5875,0.0,0.4041666666666666,25tps|8_nodes,88.35849056603773
1631586710,5481.291666666667,1.3708333333333331,0.0,497.2083333333333,247.4666666666667,497.375,358.2916666666667,2.9,20.133333333333365,20.4375,2290.7333333333336,24.13958333333333,0.0,0.4541666666666666,25tps|8_nodes,92.56603773584905
1631586720,5683.0,2.0083333333333333,0.0,501.8333333333333,258.3,502.0,353.9583333333333,1.9,20.09333333333334,20.17083333333333,2336.4333333333334,23.84583333333333,0.0,0.4624999999999999,25tps|8_nodes,96.77358490566037
1631586730,5859.208333333333,2.5541666666666667,0.0,507.0,244.4666666666667,507.1666666666667,379.5,4.733333333333333,20.12000000000001,17.620833333333334,2230.6,23.1,0.0,0.5166666666666667,25tps|8_nodes,100.98113207547169
1631586740,6041.375,2.7916666666666665,0.0,512.25,258.56666666666666,512.5833333333334,398.1666666666667,5.966666666666666,20.106666666666666,18.216666666666665,2331.633333333333,22.56875,0.0,0.525,25tps|8_nodes,105.18867924528301
1631586750,6229.458333333333,2.158333333333333,0.0,517.7083333333334,252.86666666666667,517.75,414.9166666666667,2.833333333333333,20.14333333333331,18.808333333333334,2279.5333333333333,22.84583333333333,0.0,0.5458333333333334,25tps|8_nodes,109.39622641509433
1631586760,6406.583333333333,1.475,0.0,522.3035714285714,246.26666666666668,522.5297619047619,426.375,2.833333333333333,20.146666666666658,17.712500000000002,2283.366666666667,24.569642857142856,0.0,0.4595238095238092,25tps|8_nodes,113.60377358490567
1631586770,6607.375,1.5416666666666667,0.0,526.2083333333334,749.2333333333332,526.5,429.3333333333333,2.8000000000000003,20.133333333333365,20.079166666666666,5581.766666666666,22.697916666666668,0.0,0.3904761904761907,25tps|8_nodes,117.81132075471699
1631586780,6791.416666666667,2.825,0.0,531.4583333333334,244.03333333333333,531.7083333333334,453.1666666666667,2.833333333333333,20.123333333333328,18.40416666666667,2235.1333333333337,20.13035714285714,0.0,0.5249999999999999,25tps|8_nodes,122.01886792452831
