time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test_name,x_scaled
1620792230,1172.9704106280194,51.15555555555554,46.458333333333336,209.13285024154587,336.9,217.55314009661836,6355.367149758454,4.933333333333334,13.053333333333349,5.055374396135266,4015.6666666666665,7.039704106280191,8.566666666666666,0.1202294685990333,50tps|24_nodes,0.0
1620792240,1276.3816425120774,49.77675120772947,42.46557971014493,211.34420289855075,988.4666666666668,219.88345410628017,6353.739734299517,4.233333333333333,13.116666666666667,10.3411231884058,14290.933333333334,9.337922705314009,11.233333333333334,0.2211352657004842,50tps|24_nodes,3.378787878787879
1620792250,1369.7916666666667,43.48297101449276,41.55555555555556,213.83333333333331,881.7666666666668,222.4722222222222,6275.972222222223,3.533333333333333,13.066666666666668,9.341002415458933,10531.6,10.417240338164254,8.566666666666666,0.2489130434782604,50tps|24_nodes,6.757575757575758
1620792260,1453.4027777777776,42.82916666666667,42.26388888888889,216.3611111111111,471.7333333333333,224.9722222222222,6195.902777777778,1.4,13.096666666666655,8.361111111111109,6114.833333333333,9.464160628019322,1.7,0.2527777777777771,50tps|24_nodes,10.136363636363637
1620792270,1534.248188405797,42.35960144927537,44.33514492753623,218.83393719806767,476.0333333333333,227.54166666666663,6117.832125603865,4.7,12.979999999999988,8.084541062801934,6066.7,9.138949275362322,4.666666666666667,0.247282608695653,50tps|24_nodes,13.515151515151516
1620792280,1634.7916666666667,42.35960144927537,44.72222222222223,221.83333333333331,965.8666666666668,230.55555555555557,6016.083333333333,5.1000000000000005,11.86333333333338,10.05676328502416,11241.566666666666,9.9667270531401,1.2333333333333334,0.3000603864734301,50tps|24_nodes,16.893939393939394
1620792290,1714.1944444444443,43.62083333333334,44.72222222222223,224.26388888888883,460.5333333333333,233.13888888888883,5949.86111111111,1.4333333333333331,10.539999999999964,7.940277777777775,6568.666666666667,9.802143719806756,0.0,0.2430555555555552,50tps|24_nodes,20.272727272727273
1620792300,1788.4027777777774,42.48055555555556,44.72222222222223,226.45833333333331,483.4666666666667,235.54166666666663,5991.61111111111,2.6333333333333333,9.220000000000011,7.420833333333334,5484.833333333333,9.180555555555555,0.0,0.2194444444444447,50tps|24_nodes,23.651515151515152
1620792310,1899.9583333333333,62.9625,44.72222222222223,228.91666666666663,631.1999999999999,238.4861111111111,6096.972222222222,6.333333333333333,7.906666666666692,11.15555555555555,4696.166666666667,11.875,0.0,0.2458333333333323,50tps|24_nodes,27.03030303030303
1620792320,2076.277777777778,19.988888888888894,44.72222222222223,232.63888888888889,857.0,242.29166666666663,6181.36111111111,5.333333333333333,8.093333333333307,17.631944444444457,5237.233333333334,16.434722222222224,0.0,0.3722222222222238,50tps|24_nodes,30.40909090909091
1620792330,2268.611111111111,19.988888888888894,44.72222222222223,236.58333333333331,909.8,246.31944444444443,6005.291666666667,6.133333333333333,5.30666666666663,19.23333333333334,5264.7,20.072222222222223,0.0,0.3944444444444437,50tps|24_nodes,33.78787878787879
1620792343,2479.651570048309,19.988888888888894,45.58997584541063,241.0700483091788,996.8333333333334,250.7415458937198,5780.432971014493,4.4,3.980000000000048,21.1040458937198,4927.266666666666,19.024577294685987,0.0,0.4486714975845416,50tps|24_nodes,37.166666666666664
1620792353,2674.1944444444443,19.988888888888894,44.72222222222223,245.1111111111111,1630.5333333333335,255.0555555555556,5598.513888888888,5.433333333333334,2.679999999999988,19.454287439613516,14839.233333333335,21.71875,0.0,0.4041062801932355,50tps|24_nodes,40.54545454545455
1620792363,2854.5,19.988888888888894,44.72222222222223,248.9861111111111,870.9,258.98611111111114,5420.347222222223,5.233333333333333,1.3933333333333089,18.03055555555557,4578.966666666667,23.048339371980685,0.0,0.387499999999999,50tps|24_nodes,43.92424242424242
1620792373,3023.180555555555,19.988888888888894,44.72222222222223,253.08333333333331,850.5333333333334,263.1944444444444,5252.472222222222,5.233333333333333,1.7300000000000486,16.86805555555555,4792.5,18.64375,0.0,0.4097222222222228,50tps|24_nodes,47.303030303030305
1620792383,3208.222222222222,19.988888888888894,44.72222222222223,257.13888888888886,926.2666666666668,267.22222222222223,5082.75,8.766666666666667,0.0,18.50416666666668,4863.566666666667,18.8611111111111,0.0,0.4055555555555561,50tps|24_nodes,50.68181818181818
1620792393,3401.305555555556,19.988888888888894,44.72222222222223,261.2361111111111,983.6,271.38888888888886,4888.097222222222,11.5,0.0,19.308333333333334,4833.7,20.365972222222226,0.0,0.409722222222221,50tps|24_nodes,54.06060606060606
1620792403,3606.1751207729462,19.988888888888894,44.87137681159421,265.713768115942,1004.2666666666668,275.8466183574879,4684.470410628019,11.5,0.0,20.48695652173913,4730.866666666666,21.400875603864733,0.0,0.4477657004830935,50tps|24_nodes,57.43939393939394
1620792413,3808.111111111111,19.988888888888894,44.72222222222223,270.09722222222223,1490.5,280.25,4482.652777777777,10.733333333333334,1.5266666666666424,20.193599033816437,10944.933333333334,21.5875,0.0,0.4383454106280188,50tps|24_nodes,60.81818181818182
1620792423,4001.0416666666665,19.988888888888894,44.72222222222223,274.4444444444444,937.6,284.4583333333333,4288.555555555556,5.666666666666667,0.0,19.293055555555537,4863.5,20.677596618357484,0.0,0.4347222222222219,50tps|24_nodes,64.1969696969697
