time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test#
1620411180,1151.75,6.375,0.0,199.25,95.8,199.5,63.75,1.6,6.860000000000002,14.575,768.4,10.025,0.0,0.425,1
1620411190,1412.25,9.0,0.0,204.0,142.3,204.0,153.75,4.1,9.729999999999997,26.05,1136.4,25.6875,0.0,0.475,1
1620411200,1639.25,8.35,0.0,208.0,147.2,208.25,237.25,4.1,12.520000000000003,22.7,1167.0,32.25,0.0,0.4,1
1620411210,1883.5,10.625,0.0,213.25,143.7,213.25,343.5,4.1,15.35999999999999,24.425,1132.5,32.1875,0.0,0.525,1
1620411220,2111.25,12.25,0.0,219.75,143.0,219.75,466.0,3.6,18.19000000000001,22.775,1118.6,30.575,0.0,0.65,1
1620411230,2321.5,9.9,0.0,225.0,144.7,225.0,565.0,0.1,20.95,21.025,1139.1,30.675,0.0,0.525,1
1620411240,2564.5,9.825,0.0,229.5,138.5,229.5,663.25,0.1,23.80999999999999,24.3,1110.5,31.0,0.0,0.45,1
1620411250,2775.75,9.725,0.0,233.5,140.6,234.0,760.5,0.1,26.75999999999999,21.125,1128.5,31.0375,0.0,0.4,1
1620411260,3021.25,12.05,0.0,238.0,140.9,238.25,881.0,2.1,30.03000000000002,24.55,1125.8,31.35,0.0,0.45,1
1620411270,3237.5,10.6,0.0,242.25,134.0,242.5,987.0,2.1,33.31999999999998,21.625,1091.1,30.45,0.0,0.425,1
1620411280,3468.75,10.1,0.0,246.5,137.1,246.5,1088.0,0.7,33.24000000000001,23.125,1102.4,30.0875,0.0,0.425,1
1620411290,3673.75,12.8,0.0,251.75,130.3,252.0,1216.0,0.7,33.25999999999999,20.5,1050.9,29.15,0.0,0.525,1
1620411300,3874.5,14.55,0.0,258.25,134.3,258.25,1361.5,3.7,33.26000000000003,20.075,1068.3,27.775,0.0,0.65,1
1620411310,4080.75,11.35,0.0,263.75,135.4,263.75,1475.0,2.0,33.219999999999985,20.625,1084.3,28.3125,0.0,0.55,1
