time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test#
1620404690,1254.25,115.85,0.0,203.25,119.8,203.25,1543.5,2.5,19.980000000000015,18.975,1056.2,13.8375,0.0,0.4,1
1620404700,1466.0,17.925,0.0,209.25,142.0,209.25,1722.75,2.5,23.4,21.175,1168.8,28.075,0.0,0.6,1
1620404710,1673.0,18.025,0.0,215.25,143.0,215.25,1903.0,1.5,26.75999999999999,20.7,1176.6,30.2375,0.0,0.6,1
1620404720,1882.75,15.725,0.0,219.0,134.5,219.0,2060.25,0.5,30.109999999999992,20.975,1155.4,30.2875,0.0,0.375,1
1620404730,2104.0,18.85,0.0,223.5,127.6,223.5,2248.75,1.3,34.00999999999999,22.125,1105.4,29.0375,0.0,0.45,1
1620404740,2314.5,17.375,0.0,227.5,131.6,227.5,2422.5,0.7,37.83000000000002,21.05,1127.1,28.5625,0.0,0.4,1
1620404750,2528.0,18.725,0.0,231.75,129.4,231.75,2609.75,0.7,38.85999999999999,21.35,1117.6,28.9375,0.0,0.425,1
1620404760,2732.25,17.45,0.0,235.75,133.0,236.0,2784.25,0.7,38.8,20.425,1134.1,29.1,0.0,0.4,1
1620404770,2932.0,17.275,0.0,239.75,126.7,240.0,2957.0,1.5,38.80000000000005,19.975,1105.4,28.7875,0.0,0.4,1
1620404780,3129.25,19.3,0.0,244.0,130.3,244.0,3150.0,1.5,38.76999999999998,19.725,1124.6,28.425,0.0,0.425,1
1620404790,3340.0,17.575,0.0,248.0,128.5,248.0,3325.75,1.5,38.75,21.075,1103.5,28.6875,0.0,0.4,1
1620404800,3529.25,19.375,0.0,252.5,122.2,252.75,3519.5,2.5,38.6,18.925,1073.0,27.475,0.0,0.45,1
1620404810,3751.75,19.625,0.0,257.5,127.6,257.5,3715.75,3.1,38.73999999999997,22.25,1098.1,26.9625,0.0,0.5,1
1620404820,3942.75,17.75,0.0,261.5,126.8,261.75,3893.25,3.1,38.73000000000002,19.1,1096.1,27.7625,0.0,0.4,1
1620404830,4136.25,21.8,0.0,266.75,123.8,266.75,4111.25,3.1,38.66999999999998,19.35,1067.9,27.175,0.0,0.525,1
1620404840,4321.75,18.075,0.0,270.75,121.5,270.75,4292.0,3.1,38.690000000000055,18.55,1071.0,26.5,0.0,0.4,1
1620404850,4522.0,20.0,0.0,274.5,116.1,274.5,4492.0,2.9,38.67999999999993,20.025,1040.9,26.2125,0.0,0.375,1
1620404860,4712.5,20.425,0.0,278.5,118.2,278.5,4696.25,2.9,38.67000000000007,19.05,1051.9,25.8375,0.0,0.4,1
1620404870,4913.75,19.2,0.0,282.5,124.5,282.5,4888.25,2.0,38.7,20.125,1089.1,26.7375,0.0,0.4,1
1620404880,5097.25,19.55,0.0,286.5,119.8,286.5,5083.75,2.0,38.6,18.35,1057.6,26.9375,0.0,0.4,1
1620404890,5265.0,15.875,0.0,289.75,117.4,290.25,5242.5,2.0,38.57999999999993,16.775,1043.4,26.2,0.0,0.325,1
1620404900,5489.75,19.8,0.0,294.25,121.0,294.25,5440.5,2.0,38.66000000000004,22.475,1032.0,26.325,0.0,0.45,1
1620404910,5777.0,19.8,0.0,301.5,194.7,301.75,5223.75,0.2,35.02999999999993,28.725,1131.9,34.325,0.0,0.725,1
1620404920,6090.5,19.8,0.0,310.25,201.4,310.5,4915.5,1.5,31.18000000000011,31.35,1104.2,42.275,0.0,0.875,1
1620404930,6383.25,19.8,0.0,318.5,201.8,318.75,4607.75,2.4,27.31999999999989,29.275,1114.1,42.7375,0.0,0.825,1
1620404940,6688.0,19.8,0.0,326.75,201.4,326.75,4305.5,2.4,23.48000000000011,30.475,1112.9,42.9875,0.0,0.825,1
1620404950,6988.25,19.8,0.0,334.75,204.5,335.25,4005.0,2.4,19.56999999999989,30.025,1123.8,43.3625,0.0,0.8,1
1620404960,7298.75,19.8,0.0,343.0,200.9,343.5,3694.25,2.4,15.740000000000146,31.05,1107.0,43.2875,0.0,0.825,1
1620404970,7593.0,19.8,0.0,351.5,190.6,351.5,3413.0,4.4,11.81999999999989,29.425,1049.6,41.4875,0.0,0.85,1
1620404980,7879.0,19.8,0.0,359.5,200.7,359.5,3123.5,4.4,8.0,28.6,1106.4,41.525,0.0,0.8,1
1620404990,8149.5,19.8,0.0,367.75,187.1,368.25,2845.25,4.4,4.189999999999964,27.05,1021.1,41.15,0.0,0.825,1
1620405000,8445.0,19.8,0.0,376.25,189.3,376.5,2561.0,2.0,0.3700000000000727,29.55,1034.9,39.475,0.0,0.85,1
1620405010,8711.75,19.8,0.0,384.5,189.8,384.5,2289.25,1.4,0.0,26.675,1048.1,39.8625,0.0,0.825,1
1620405020,8994.25,19.8,0.0,392.5,190.2,392.75,2006.0,1.4,0.0,28.25,1041.9,40.2125,0.0,0.8,1
1620405030,9285.0,19.8,0.0,400.75,199.4,400.75,1721.0,1.4,0.0,29.075,1095.7,41.4,0.0,0.825,1
1620405040,9565.5,19.8,0.0,409.25,187.9,409.25,1440.5,2.3,0.0,28.05,1031.2,40.9375,0.0,0.85,1
1620405050,1323.0,18.6,0.0,204.0,154.4,204.0,282.0,1.7,9.779999999999996,21.2,1241.3,25.925,0.0,0.7,2
1620405060,1545.0,19.15,0.0,209.25,138.6,209.25,473.5,1.7,13.189999999999998,22.2,1163.8,31.175,0.0,0.525,2
1620405070,1738.0,16.95,0.0,214.0,129.2,214.0,643.0,1.4,16.610000000000014,19.3,1111.8,28.9875,0.0,0.475,2
1620405080,1954.0,17.7,0.0,218.25,134.6,218.5,820.0,1.4,19.939999999999987,21.6,1143.4,28.9125,0.0,0.425,2
1620405090,2165.0,18.55,0.0,223.5,135.8,223.75,1005.5,0.5,23.379999999999995,21.1,1144.8,29.5375,0.0,0.525,2
1620405100,2364.25,17.45,0.0,228.0,131.3,228.0,1180.0,0.6,26.75,19.925,1130.5,29.0,0.0,0.45,2
1620405110,2569.75,17.85,0.0,232.25,135.7,232.5,1358.5,0.6,30.15999999999999,20.55,1154.1,29.425,0.0,0.425,2
1620405120,2792.25,20.525,0.0,236.75,124.0,236.75,1563.75,0.6,34.030000000000015,22.25,1085.8,28.5625,0.0,0.45,2
1620405130,2968.25,15.825,0.0,240.0,122.0,240.25,1722.0,6.7,38.0,17.6,1091.1,27.2125,0.0,0.325,2
1620405140,3184.75,19.775,0.0,244.0,122.3,244.0,1919.75,6.7,39.09000000000001,21.65,1073.1,27.2,0.0,0.4,2
1620405150,3390.75,22.75,0.0,248.75,126.1,249.0,2147.25,6.7,39.06999999999998,20.6,1084.7,27.1875,0.0,0.475,2
1620405160,3538.0,15.108333333333348,0.0,252.0,126.1,252.0,2298.333333333333,1.9,39.040000000000006,14.725,1084.7,27.1875,0.0,0.325,2
1620405170,3712.0,20.16666666666665,0.0,258.0,1078.1,258.0,2500.0,1.9,39.01999999999998,17.4,7298.5,67.1125,0.0,0.6,2
1620405180,3894.0,18.7,0.0,262.0,117.8,262.0,2687.0,3.9,39.11000000000004,18.2,1054.0,66.3875,0.0,0.4,2
1620405190,4090.0,21.425,0.0,266.0,117.1,266.0,2901.25,3.9,39.01999999999998,19.6,1048.1,25.7875,0.0,0.4,2
1620405200,4255.0,20.325,0.0,270.0,118.1,270.25,3104.5,3.3,39.08999999999996,16.5,1057.7,25.7375,0.0,0.4,2
1620405210,4454.25,21.625,0.0,274.75,122.2,275.0,3320.75,3.3,39.1,19.925,1060.8,26.075,0.0,0.475,2
1620405220,4645.25,20.85,0.0,279.25,120.5,279.25,3529.25,4.3,39.1,19.1,1067.0,26.225,0.0,0.45,2
1620405230,4817.0,18.625,0.0,283.25,123.4,283.25,3715.5,4.3,39.040000000000056,17.175,1083.3,26.6625,0.0,0.4,2
1620405240,5011.5,20.4,0.0,287.25,120.6,287.25,3919.5,1.6,39.08999999999996,19.45,1074.6,26.8875,0.0,0.4,2
1620405250,5218.0,21.85,0.0,291.0,110.3,291.0,4138.0,1.6,39.05,20.65,1003.8,25.4125,0.0,0.375,2
1620405260,5395.0,20.075,0.0,294.75,118.2,295.0,4338.75,1.6,39.11000000000004,17.7,1055.5,25.2,0.0,0.375,2
1620405270,5575.0,20.35,0.0,298.5,119.1,298.75,4542.25,4.9,39.08000000000002,18.0,1071.9,26.1875,0.0,0.375,2
1620405280,5748.0,23.25,0.0,304.25,116.3,304.25,4774.75,4.9,39.08999999999996,17.3,1017.8,25.15,0.0,0.575,2
1620405290,5936.0,21.15,0.0,308.0,116.2,308.0,4986.25,4.9,38.639999999999965,18.8,1044.2,24.875,0.0,0.375,2
1620405300,6323.0,21.15,0.0,312.5,234.0,312.75,4683.0,1.2,34.680000000000106,38.7,1401.5,40.025,0.0,0.45,2
1620405310,6792.75,21.15,0.0,317.25,235.7,317.25,4213.25,2.5,30.759999999999856,46.975,1360.4,54.5375,0.0,0.475,2
1620405320,7227.0,21.15,0.0,321.75,247.7,322.0,3756.25,2.5,26.870000000000072,43.425,1429.3,56.2625,0.0,0.45,2
1620405330,7660.0,21.15,0.0,326.25,237.5,326.25,3346.0,3.1,22.96000000000004,43.3,1375.4,56.5875,0.0,0.45,2
1620405340,8062.0,21.15,0.0,332.5,217.3,332.75,2928.75,3.1,19.06999999999989,40.2,1223.7,52.0125,0.0,0.625,2
1620405350,8356.25,21.15,0.0,340.75,197.2,340.75,2638.25,0.0,15.18000000000011,29.425,1086.2,45.3,0.0,0.825,2
1620405360,8639.0,21.15,0.0,348.75,194.2,349.0,2353.0,0.0,11.229999999999928,28.275,1068.1,41.575,0.0,0.8,2
1620405370,8929.0,21.15,0.0,356.75,193.8,357.25,2063.5,0.0,7.360000000000037,29.0,1066.1,41.175,0.0,0.8,2
1620405380,9240.75,21.15,0.0,365.25,196.4,365.25,1765.25,5.0,3.4,31.175,1086.8,41.4375,0.0,0.85,2
1620405390,9514.25,21.15,0.0,373.25,195.5,373.5,1487.5,5.0,0.0,27.35,1074.2,41.65,0.0,0.8,2
