time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test#
1620841730,1137.304347826087,0.0,0.0,233.1304347826087,740.5,233.7826086956522,5.0,0.5,3.389999999999998,4.797101449275374,4904.3,5.499728260869563,0.0,0.4797101449275345,1
1620841740,1186.0,0.0,0.0,238.0,1979.1,238.66666666666663,5.0,0.0,3.5100000000000025,4.8695652173913,10506.6,5.1,0.0,0.4869565217391312,1
1620841750,1235.5833333333333,0.0,0.0,242.95833333333331,702.6,243.5,5.0,0.8,3.5700000000000047,4.958333333333326,4802.7,4.952355072463774,0.0,0.4958333333333343,1
1620841760,1284.1666666666667,0.0,0.0,248.25,748.6,248.79166666666663,4.666666666666667,0.8,3.6699999999999817,4.8583333333333485,4916.2,5.035416666666674,0.0,0.5291666666666657,1
1620841770,1332.6666666666667,0.0333333333333333,0.0,253.16666666666663,695.9,253.66666666666663,5.0,0.7,3.7600000000000136,4.85,4816.5,5.033333333333326,0.0,0.4916666666666657,1
1620841780,1379.909090909091,0.1454545454545454,0.0,258.40909090909093,695.9,258.95454545454544,6.454545454545454,0.7,3.909999999999991,4.724242424242425,4816.5,5.2496212121212125,0.0,0.5242424242424277,1
1620841790,1426.9166666666667,0.1128787878787878,0.0,266.75,3959.0,267.4166666666667,7.583333333333333,0.5,4.35,4.700757575757575,19674.7,4.8625,0.0,0.8340909090909066,1
1620841800,1472.608695652174,0.1128787878787878,0.0,275.0434782608696,3959.0,275.7391304347826,7.086956521739131,0.2,4.810000000000014,4.569202898550725,19674.7,3.3371541501976254,0.0,0.8293478260869562,1
1620841810,1522.1666666666667,0.1128787878787878,0.0,280.3333333333333,2333.7,280.8333333333333,7.083333333333333,0.0,4.9,4.955797101449275,12346.3,5.133333333333337,0.0,0.5289855072463752,1
1620841820,1572.6666666666667,0.1128787878787878,0.0,285.1666666666667,693.3,285.75,4.791666666666667,0.0,4.909999999999991,5.05,4805.1,6.584057971014488,0.0,0.4833333333333371,1
1620841830,1622.25,0.0,0.0,290.125,702.8,290.625,4.791666666666667,0.3,4.909999999999991,4.958333333333326,4748.6,5.170833333333337,0.0,0.4958333333333314,1
1620841840,1670.1304347826087,0.0,0.0,294.9130434782609,702.8,295.30434782608694,4.782608695652174,0.9,4.8700000000000045,4.7880434782608745,4748.6,5.150724637681162,0.0,0.4788043478260874,1
1620841850,1716.5,0.2384057971014493,0.0,299.8333333333333,2326.2,300.1666666666667,7.166666666666667,0.9,4.8900000000000095,4.636956521739125,12966.8,4.835416666666663,0.0,0.492028985507244,1
1620841860,1764.4166666666667,0.1499999999999999,0.0,304.7083333333333,701.5,305.125,8.666666666666666,0.9,4.8700000000000045,4.791666666666674,4787.0,4.768025362318838,0.0,0.4875,1
1620841870,1813.6818181818185,0.1499999999999999,0.0,309.40909090909093,701.5,309.6363636363636,5.954545454545454,0.8,4.109999999999991,4.92651515151515,4787.0,5.498295454545451,0.0,0.470075757575762,1
1620841880,1859.6666666666667,0.0212121212121212,0.0,314.0,4106.4,314.4583333333333,6.166666666666667,0.8,4.829999999999996,4.5984848484848495,22165.1,5.002083333333337,0.0,0.4590909090909065,1
1620841890,1908.9166666666667,0.0212121212121212,0.0,318.7916666666667,697.7,319.4166666666667,4.791666666666667,0.8,4.9,4.925,4773.8,4.70795454545455,0.0,0.4791666666666686,1
1620841900,1958.0833333333333,0.0,0.0,323.7083333333333,694.0,324.375,4.791666666666667,0.5,4.810000000000014,4.916666666666652,4766.2,5.233333333333325,0.0,0.4916666666666628,1
1620841910,2006.8333333333333,0.0,0.0,328.5833333333333,693.0,329.25,4.791666666666667,0.0,4.889999999999986,4.875,4789.7,5.127083333333326,0.0,0.4875,1
