"time","commits_tot","pending_tx_rate","reject_tot","block_num_tot","msg_sent_rate","blocks_count","pending_tx_tot","tx_in_process_rate","rest_api_batch_rate","commits_rate","msg_receive_rate","tx_exec_rate","reject_rate","block_num_rate","test#"
1620718830,6848.41666666667,0.375,0,1360.66666666667,347,1360.91666666667,0.916666666666667,0.1,4.9,5.15833333333339,1698.1,5.35416666666665,0,0.95,2
1620718840,6895.58333333333,0.4,0,1369.91666666667,342.6,1370.25,4.91666666666667,0.7,4.88000000000002,4.71666666666661,1680.7,5.3916666666667,0,0.925,2
1620718850,6943.91666666667,0.4,0,1379,340.2,1379.66666666667,2.08333333333333,0.7,4.9,4.83333333333339,1689.4,5.2875,0,0.908333333333326,2
1620718860,6993.91666666667,0.108333333333333,0,1388.58333333333,346.5,1388.91666666667,3.16666666666667,0.7,4.88000000000002,5,1694.2,5.2875,0,0.958333333333326,2
1620718870,7040,0.158333333333333,0,1397.83333333333,337.9,1398.16666666667,4.75,1.4,4.85,4.6083333333333,1665,5.20833333333335,0,0.925,2
1620718880,7091,0.025,0,1407,342.2,1407.5,5,1.4,4.9,5.1,1694.9,5.375,0,0.916666666666674,2
1620718890,7140.91666666667,0.025,0,1416.41666666667,349.7,1416.66666666667,1.5,1.4,4.86000000000004,4.9916666666667,1709.6,5.5125,0,0.941666666666674,2
1620718900,7189.33333333333,0.275,0,1425.66666666667,337.7,1426,4.25,0,4.85999999999995,4.84166666666661,1677.5,5.3125,0,0.925,2
1620718910,7237.91666666667,0.275,0,1435,344.4,1435.08333333333,3.08333333333333,0.9,4.84000000000006,4.85833333333339,1693.2,5.2875,0,0.933333333333326,2
1620718920,7286.41666666667,0.041666666666667,0,1444.08333333333,344.6,1444.66666666667,3.5,0.9,4.95,4.85,1690.3,5.35,0,0.908333333333326,2
1620718930,7335.08333333333,0.033333333333333,0,1453.66666666667,341.4,1453.91666666667,3.83333333333333,0.9,4.85999999999995,4.86666666666661,1671.3,5.2625,0,0.958333333333348,2
1620718940,7385.58333333333,0.033333333333333,0,1462.91666666667,344.1,1463.16666666667,4.16666666666667,1.6,4.86999999999998,5.05,1705,5.32916666666665,0,0.925,2
1620718950,7431.91666666667,0.033333333333333,0,1472.08333333333,340.7,1472.58333333333,4.08333333333333,1.6,4.87000000000007,4.63333333333339,1686.7,5.3208333333333,0,0.916666666666652,2
1620718960,7483.91666666667,0.033333333333333,0,1481.58333333333,346.8,1481.91666666667,2.91666666666667,0.2,4.88999999999996,5.2,1694.6,5.325,0,0.95,2
1620718970,7528.27272727273,0.199242424242424,0,1490.45454545455,346.8,1490.63636363636,4.90909090909091,1.3,4.91000000000004,4.43560606060601,1694.6,5.74015151515155,0,0.887121212121224,2
1620718980,7576.08333333333,0.199242424242424,0,1499.08333333333,4864.3,1499.5,2.83333333333333,1.3,4.85999999999995,4.7810606060606,23263,4.9375,0,0.862878787878776,2
1620718990,7626.08333333333,0.199242424242424,0,1508.25,337,1508.75,1.25,1.3,4.9,5,1683.5,4.6681818181818,0,0.916666666666674,2
1620719000,7674.58333333333,0.358333333333333,0,1517.75,346.1,1517.91666666667,4.83333333333333,0.5,4.88000000000002,4.85,1687.8,5.325,0,0.95,2
1620719010,7723.08333333333,0.358333333333333,0,1526.91666666667,339.8,1527.16666666667,2.08333333333333,0.5,4.86999999999998,4.85,1689.3,5.2333333333333,0,0.916666666666674,2
1620719020,7772.25,0.216666666666667,0,1536.25,343.8,1536.75,4.25,0.5,4.83000000000002,4.9166666666667,1681.6,5.3375,0,0.933333333333326,2
1620719030,7820.75,0.216666666666667,0,1545.58333333333,344.6,1545.75,2.33333333333333,0.9,4.88999999999996,4.85,1689.6,5.3125,0,0.933333333333326,2
1620719040,7869.75,0.2,0,1554.75,340.1,1555.25,4.33333333333333,0.9,4.89000000000006,4.9,1691.6,5.3083333333333,0,0.916666666666674,2
1620719050,7919.16666666667,0.2,0,1564.16666666667,343.1,1564.25,1.91666666666667,1.9,4.85999999999995,4.9416666666667,1684.6,5.2875,0,0.941666666666674,2
1620719060,7967.25,0.15,0,1573.25,342.3,1573.75,3.41666666666667,1.9,4.83000000000002,4.8083333333333,1687.4,5.2916666666667,0,0.908333333333326,2
1620719070,8013.81818181818,0.058333333333333,0,1582.36363636364,342.3,1582.72727272727,4,1.9,4.86000000000004,4.6568181818182,1687.4,3.4484848484849,0,0.911363636363626,2
1620719080,8062.25,0.058333333333333,0,1591.25,5204.6,1591.5,3.41666666666667,1.9,4.88999999999996,4.8431818181818,25180.3,5.1166666666667,0,0.888636363636374,2
1620719090,8110.16666666667,0.091666666666667,0,1600.16666666667,330.6,1600.58333333333,4.33333333333333,1.9,4.88000000000002,4.7916666666667,1649.9,6.9306818181818,0,0.891666666666674,2
1620719100,8157.83333333333,0.008333333333333,0,1609.33333333333,337.4,1609.66666666667,4.41666666666667,1.9,4.9,4.76666666666661,1678.2,5.24166666666661,0,0.916666666666652,2
1620719110,8208.5,0.008333333333333,0,1618.5,346.9,1619,2.41666666666667,1.5,4.93000000000002,5.0666666666667,1703.1,5.3916666666667,0,0.916666666666674,2
1620719120,8256,0.258333333333333,0,1628,339.6,1628.33333333333,5,1.5,4.91999999999998,4.75,1660.1,5.275,0,0.95,2
1620719130,8307.25,0.258333333333333,0,1637.25,342.9,1637.5,3.08333333333333,1.5,4.88000000000002,5.125,1703.7,5.2833333333333,0,0.925,2
1620719140,8354,0.1,0,1646.5,339.3,1646.91666666667,4.08333333333333,1.5,4.83000000000002,4.675,1675,5.35,0,0.925,2
